usecase,description,default_syntax,category_rule,subcategory_rule,correlation_rule
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,EMTELCO: Active Directory Critical User Deleted
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,EMTELCO: Active Directory user was added to a security Group
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,EMTELCO: Active Directory user was deleted to a security Group
Eventos o Acciones realizadas a nivel Malware,,,,,EMTELCO: AV - Attack Detected
Eventos o Acciones realizadas a nivel Malware,,,,,EMTELCO: AV Possible Cleaning Failed
Acceso a Recursos en horarios no hábiles,,,,,EMTELCO: Configuration Change PaloAlto (After)
Acceso a Recursos en horarios no hábiles,,,,,EMTELCO: Configuration Change PaloAlto (Before)
Acceso a Recursos en horarios no hábiles,,,,,EMTELCO: Configuration Change PaloAlto (Weekends)
Cambios Políticas Aplicaciones de Seguridad,,,,,EMTELCO: Deep Security - Send Policy Failed
Acceso a Recursos en horarios no hábiles,,,,,EMTELCO: Deep Security Console User Login (After)
Acceso a Recursos en horarios no hábiles,,,,,EMTELCO: Deep Security Console User Login (Before)
Acceso a Recursos en horarios no hábiles,,,,,EMTELCO: Deep Security Console User Login (Weekends)
Eventos o Acciones realizadas a nivel Malware,,,,,EMTELCO: Deep Security Falla de Tarea Programada Escaneo Malware AV
Trafico sospechoso desde IP origen peligrosas,,,,,EMTELCO: Generic:X-Force Risk IP
Verificación Fuerza Bruta,,,,,EMTELCO: Multiple Login Failures from the Same Source
Verificación Fuerza Bruta,,,,,EMTELCO: Multiple Login Failures From the Same Source with any Username
Verificación Fuerza Bruta,,,,,EMTELCO: Multiple Login Failures to the Same Destination
Eventos o Acciones realizadas a nivel Malware,,,,,EMTELCO: Multiple Threats Detected on Same Host
Verificación Fuerza Bruta,,,,,EMTELCO: Possible Brute Force From the Same Username with any Source IP
Acceso a Recursos en horarios no hábiles,,,,,EMTELCO: Successful authentication of admin during non-working hours
Acceso a Recursos en horarios no hábiles,,,,,EMTELCO: User Login (Authentication MGM)_PaloAlto (non-working hours)(After)
Acceso a Recursos en horarios no hábiles,,,,,EMTELCO: User Login (Authentication MGM)_PaloAlto (non-working hours)(Before)
Acceso a Recursos en horarios no hábiles,,,,,EMTELCO: User Login (Authentication MGM)_PaloAlto_Weekend
Control de acceso por geolocalización,,,,,EMTELCO: User Login Success Risk Country
Gestion de Usuarios en plataformas de seguridad,,,,,EMTELCO: User Password Change Succeeded
Acceso a Recursos en horarios no hábiles,,,,,EMTELCO: VPN User Login (non-working days)_PaloAlto (Weekends)
Acceso a Recursos en horarios no hábiles,,,,,EMTELCO: VPN User Login (non-working hours)_PaloAlto(After)
Acceso a Recursos en horarios no hábiles,,,,,EMTELCO: VPN User Login (non-working hours)_PaloAlto(Before)
Trafico sospechoso desde IP origen peligrosas,,,,,EMTELCO: X-Force Risk IP
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,ETB: Acitve Directory - Remove permissions to a user as a Local Administrator (Urgente: Llamar Cliente)
Trafico sospechoso desde IP origen peligrosas,,,,,ETB: Activacion de Firmas Severidad Alta
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,ETB: Active Directory - Assigning permissions to a user as a Local Administrator (Urgente: Llamar Cliente)
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,ETB: Active Directory Account Create for User No Administrator (Urgente: Llamar Cliente)
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,ETB: Active Directory Critical User Deleted (Urgente: Llamar Cliente)
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,ETB: Active Directory user was added to a security Group (Urgente: Llamar Cliente)
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,ETB: Active Directory user was deleted to a security Group (Urgente: Llamar Cliente)
Eventos o Acciones realizadas a nivel Malware,,,,,ETB: AV Cleaned Error Failed
Eventos o Acciones realizadas a nivel Malware,,,,,ETB: AV Malware
Eventos o Acciones realizadas a nivel Malware,,,,,ETB: AV Possible Cleaning Error (Partially repaired)
Instalación de Aplicativos en estaciones,,,,,ETB: Failed application installation (Urgente: Llamar Cliente)
Verificación Fuerza Bruta,,,,,ETB: Fuerza Bruta IPS
Eventos o Acciones realizadas a nivel Malware,,,,,ETB: Malware Detectado IPS
Posible evento con Herramientas Exploit,,,,,ETB: Multiple Exploit Types Against Single Destination
Verificación Fuerza Bruta,,,,,ETB: Multiple Login Failures for Single Username
Verificación Fuerza Bruta,,,,,ETB: Multiple Login Failures from the Same Source
Verificación Fuerza Bruta,,,,,ETB: Multiple Login Failures to the Same Destination
Verificación Fuerza Bruta,,,,,ETB: Possible Brute Force AD
Instalación de Aplicativos en estaciones,,,,,ETB: Successful application installation (Urgente: Llamar Cliente)
Acceso a Recursos en horarios no hábiles,,,,,ETB: Successful authentication of AD admin during non-working hours (After)
Acceso a Recursos en horarios no hábiles,,,,,ETB: Successful authentication of AD admin during non-working hours (Before)
Acceso a Recursos en horarios no hábiles,,,,,ETB: Successful authentication of AD admin during non-working hours (Weekend)
Acceso a Recursos en horarios no hábiles,,,,,ETB: Successful authentication of user on WIN10 during non-working hours (After) (Urgente: Llamar Cliente)
Acceso a Recursos en horarios no hábiles,,,,,ETB: Successful authentication of user on WIN10 during non-working hours (Before) (Urgente: Llamar Cliente)
Acceso a Recursos en horarios no hábiles,,,,,ETB: Successful authentication of user on WIN10 during non-working hours (Weekend) (Urgente: Llamar Cliente)
Gestion de Usuarios en plataformas de seguridad,,,,,ETB: User Password Change Succeeded
Trafico sospechoso desde IP origen peligrosas,,,,,ETB: X-Force Risk IP
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,Etek: A user VIP  account was changed
Gestión Maquinas Virtuales,,,,,Etek: Account create / delete ESX
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,Etek: Active Directory User Deleted
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,Etek: Active Directory user was added to a security Group
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,Etek: Active Directory user was removed to a security Group
Gestion de Usuarios en plataformas de seguridad,,,,,Etek: Adding members to an AD group O365
Gestion de Usuarios en plataformas de seguridad,,,,,Etek: Adding users O365
Cambios Políticas Aplicaciones de Seguridad,,,,,Etek: Audit Change Soar
Gestion de Usuarios en plataformas de seguridad,,,,,Etek: Change Password ESX User
Gestión Maquinas Virtuales,,,,,Etek: Change state VM by an user
Gestion y/o Acceso  a Plataformas,This  rule allows the detection of suspicious inbound connections from potencial suspicious hosts,,,Threats,ETEK: Connections from suspicious hosts
Eventos o Acciones realizadas a nivel Malware,,,,,Etek: Crowdstrike Event
Exfiltración de Datos,,,,,Etek: File sharing with non-corporate account
Exfiltración de Datos,,,,,Etek: Folder delete by an account
Cambios Políticas Aplicaciones de Seguridad,,,,,Etek: Install Policy FW CP
Verificación Fuerza Bruta,,,,,Etek: Login Failure to Disabled Account
Acceso a Recursos en horarios no hábiles,,,,,Etek: Management of Access to Platforms in non-working hours (FW)(After)
Acceso a Recursos en horarios no hábiles,,,,,Etek: Management of Access to Platforms in non-working hours (FW)(Before)
Exfiltración de Datos,,,,,Etek: Multiple files deleted by an account
Reconocimiento y/o Vulnerabilidades,,,,,Etek: Possible IntrusiÃ³n Activity
Gestión Maquinas Virtuales,,,,,Etek: Reconfigure VM by an user
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,Etek: Removal of AD group members O365
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,Etek: Removal of users O365
Gestion de Usuarios en plataformas de seguridad,,,,,Etek: Service Account Password Change Succeeded
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,Etek: Service Account was changed on AD
Exfiltración de Datos,,,,,Etek: Unregistered Removable Device copied files without encryption
Gestion de Usuarios en plataformas de seguridad,,,,,Etek: User IP Aut CP
Gestion de Usuarios en plataformas de seguridad,,,,,Etek: User IP logout CP
Control de acceso por geolocalización,,,,,Etek: User Login Success Risk Country
Control de acceso por geolocalización,,,,,Etek: User Login Success Risk Country (tmoffat)
Control de acceso por geolocalización,,,,,Etek: User Login Success Risk Country VPN
Gestion de Usuarios en plataformas de seguridad,,,,,Etek: User Password Change Succeeded
Gestion de Usuarios en plataformas de seguridad,,,,,Etek: User VIP Password Change Succeeded
Trafico sospechoso desde IP origen peligrosas,,,,,Etek:X-Force Risk IP
Exfiltración de Datos,,,,,Excessive Administrative Share Access Failures from the Same Host
Verificación Fuerza Bruta,Reports excessive authentication failures to a compliance server within 10 minutes.,"Apply Excessive Failed Logins to Compliance IS on events which are detected by the Local system
and when an event matches any of the following BB:ComplianceDefinition: GLBA Servers, BB:ComplianceDefinition: HIPAA Servers, BB:ComplianceDefinition: SOX Servers
and when any of these BB:CategoryDefinition: Authentication Failures with the same destination IP more than 10 times, across more than 0 destination IP within 10 minutes",Hacktivismo,Compliance,Excessive Failed Logins to Compliance IS
Exfiltración de Datos,,,,,Excessive Network Share Access Failures from a Compromised Host
Seguimiento de actividades de un posible Ataque de día Cero,,,,,Executable Loaded from Temp Directory
Posible evento con Herramientas Exploit,Reports a source IP address generating multiple (at least 5) exploits or malicious software (malware) events in the last 5 minutes. These events are not targeting hosts that are vulnerable and may indicate false positives generating from a device. ,,,Intrusion Detection,Exploit/Malware Events Across Multiple Destinations
Posible evento con Herramientas Exploit,,,,,Exploits Events with High Magnitude Become Offenses
Seguimiento de actividades de un posible Ataque de día Cero,,,,,Failed Communication to a Malicious Website
SIN CASO DE USO ASOCIADO,,,,,FalsePositive: False Positive Rules and Building Blocks
Control de acceso por geolocalización,,,,,FAN: Access account from different country O365
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,FAN: Active Directory user was added to a security Group
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,FAN: Active Directory user was removed to a security Group
Verificación Fuerza Bruta,,,,,FAN: Brute Force O365
Verificación Fuerza Bruta,,,,,FAN: Brute Force O365 multiple user same source IP on events
Eventos o Acciones realizadas a nivel Malware,,,,,File contains Virus. Will be deleted after the next reboot
Eventos o Acciones realizadas a nivel Malware,,,,,File infected. No cleaner available
Eventos o Acciones realizadas a nivel Malware,,,Malware,Malware,"File infected. No cleaner available, OAS denied access and continued"
Eventos o Acciones realizadas a nivel Malware,,,,,File infected. Undetermined clean error
Eventos o Acciones realizadas a nivel Malware,,,Malware,Malware,"File infected. Undetermined clean error, delete failed"
Eventos o Acciones realizadas a nivel Malware,,,Malware,Malware,"File infected. Undetermined clean error, OAS denied access and continued"
Gestion y/o Acceso  a Plataformas,,,,,Fileless UAC Bypass using Fodhelper
Gestion y/o Acceso  a Plataformas,,,,,Fileless UAC Bypass using sdclt
Gestion y/o Acceso  a Plataformas,,,,,Fileless UAC Bypass using Windows Event Viewer
Acceso a Recursos en horarios no hábiles,,,,,FIN: User Login VPN success in a non-working hours (After)
Acceso a Recursos en horarios no hábiles,,,,,FIN: User Login VPN success in a non-working hours (Saturday After)
Acceso a Recursos en horarios no hábiles,,,,,FIN: User Login VPN success in a non-working hours (Saturday Before)
Acceso a Recursos en horarios no hábiles,,,,,FIN: User Login VPN success in a non-working hours (Sunday)
Acceso a Recursos en horarios no hábiles,,,,,FIN: User Login VPN sucess in a non-working hours (Before)
Trafico sospechoso desde IP origen peligrosas,,,,,FIN: X-Force Risky IP
Trafico sospechoso desde IP origen peligrosas,,,,,FIN: X-Force Risky IP. Botnet (Source IP)
Gestion y/o Acceso  a Plataformas,,,,,First-Time User Access to Critical Asset
Fallas envíos de logs,Detects when a flow interface stops generating flow records for over 30 minutes.,"Apply Flow Source Stopped Sending Flows on flows which are detected by the Local system
and when none of BB:CategoryDefinition: Any Flow match in 30 minutes after BB:CategoryDefinition: Any Flow match with the same Flow Source, Flow Interfac",Cumplimiento,System,Flow Source Stopped Sending Flows
Reconocimiento y/o Vulnerabilidades,,,,,Forti:Access denied due to possible port scan
Control de acceso por geolocalización,,,,,GCE: Access account from different country O365
Acceso a Recursos en horarios no hábiles,,,,,GCE: Authentication success Forti Admin (After)
Acceso a Recursos en horarios no hábiles,,,,,GCE: Authentication success Forti Admin (Before)
Verificación Fuerza Bruta,,,,,GCE: Brute Force O365
Trafico sospechoso desde IP origen peligrosas,,,,,GCE: Excessive Firewall Denies Across Multiple Hosts
Trafico sospechoso desde IP origen peligrosas,,,,,GCE: Excessive Firewall Denies from Local Host
Fallas envíos de logs,,,,,GCE: Fallo recoleccion de logs fuentes criticas
Reconocimiento y/o Vulnerabilidades,,,,,GCE: Local L2R Windows Server Scanner
Trafico sospechoso desde IP origen peligrosas,,,,,GCE: X-Force Risk IP
Trafico sospechoso desde IP origen peligrosas,,,,,GCE: X-Force Risky IP
Trafico sospechoso desde IP origen peligrosas,,,,,GCE: X-Force: External Host IP
Trafico sospechoso desde IP origen peligrosas,,,,,Generic: X-Force Risky IP
Trafico sospechoso desde IP origen peligrosas,,,,,Generic:X-Force Risk IP
Trafico sospechoso desde IP origen peligrosas,,,,,Generic:X-Force Risky IP
Trafico sospechoso desde IP origen peligrosas,,,,,GR Chia: X-Force Risky IP
Seguimiento de actividades de un posible Ataque de día Cero,,,,,GR Chia: X-Force: Internal Connection to Host Categorized as Malware
Prevención Phishing & Protección Anti-spam ,,,,,GR Chia: X-Force: Mail Server Sending Mail to Servers Categorized as SPAM
Trafico sospechoso desde IP origen peligrosas,,,,,GR Chia: X-Force: Non-Servers Communicating with External IP Classified as Dynamic(Destination IP)
Trafico sospechoso desde IP origen peligrosas,,,,,GR Chia: X-Force: Non-Servers Communicating with External IP Classified as Dynamic(Source IP)
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,Group or Account Discovery
Seguimiento de actividades de un posible Ataque de día Cero,,,,,GYF: A System Boot has been detected
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,GyF: Active Directory Group Deleted
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,GyF: Active Directory user was added to a security Group
Posible evento con Herramientas Exploit,,,,,GyF: An exploit was attempted and blocked
Acceso a Recursos en horarios no hábiles,,,,,GyF: Conexion Fuera de Horario
Cambios Políticas Aplicaciones de Seguridad,,,,,GyF: Detection of changes in a FW
Cambios Políticas Aplicaciones de Seguridad,,,,,GyF: Disabling Registry Editor and Task Manager
Exfiltración de Datos,,,,,GYF: DLP Critical Activity
Trafico sospechoso desde IP origen peligrosas,,,,,GyF: Excessive Firewall Denies Across Multiple Host
Trafico sospechoso desde IP origen peligrosas,,,,,GyF: Excessive Firewall Denies from Local Host
Trafico sospechoso desde IP origen peligrosas,,,,,GyF: Excessive Firewall Denies from Remote Host
Eventos o Acciones realizadas a nivel Malware,,,,,GyF: File infected. Undetermined clean error
Cambios Políticas Aplicaciones de Seguridad,,,,,GyF: Fortigate Firewall Rule Changes
Eventos o Acciones realizadas a nivel Malware,,,,,GyF: More that 5 events about file infected over one device
Verificación Fuerza Bruta,,,,,GyF: Multiple Login Failures for Single Username
Verificación Fuerza Bruta,,,,,GyF: Multiple Login Failures for single Username Office 365
Eventos o Acciones realizadas a nivel Malware,,,,,GyF: Multiple Threats Detected on Same Host
Possible DNS connection or Unauthorized DNS server,,,,,GyF: Posibles conexiones a servidores DNS no autorizados
Verificación Fuerza Bruta,,,,,GYF: Possible Brute Force Firewall Access Internal IP
Verificación Fuerza Bruta,,,,,GYF: Possible Brute Force Firewall Access Public IP
Verificación Fuerza Bruta,,,,,GYF: Possible Brute Force SSL VPN
Seguimiento de actividades de un posible Ataque de día Cero,,,,,GYF: Ramsomware Detect
Control de acceso por geolocalización,,,,,GyF: User Login Success Risk Country
Acceso a Recursos en horarios no hábiles,,,,,GyF: User login VPN success in a non-working hours (After)
Acceso a Recursos en horarios no hábiles,,,,,GyF: User login VPN success in a non-working hours (Before)
Acceso a Recursos en horarios no hábiles,,,,,GyF: User Login VPN success in a non-working hours (weekend)
Gestion de Usuarios en plataformas de seguridad,,,,,GyF: User Password Change Succeeded
Control de acceso por geolocalización,,,,,GyF: VPN User Login Success Foreign Country
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,GyF:Active Directory User Deleted
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,GyF:Active Directory user was removed to a security Group
Gestion y/o Acceso  a Plataformas,"This rule triggers when a user role changes on a higher privilege (e.g. Administrator), followed by suspicious activities. This action can indicate a user changing the permissions to perform malicious actions or accessing unauthorized machines.","Apply High Privilege User Performing Suspicious Actions on events which are detected by the Local system
and when an event matches any of the following BB:DeviceDefinition: Virtualization, BB:DeviceDefinition: Cloud
and when any of Username, Target User Name (custom) are contained in any of Users with High Privilege Role Names - AlphaNumeric
and when an event matches any of the following Multiple Sensitive Virtual Machines Deleted within Short Period of Time, Multiple Virtual Security Devices Powered Off within Short Period of Time, Abnormal Number of Modifications Made on Virtual Machines, Abnormal Number of Virtual Machines Created",,Virtualization,High Privilege User Performing Suspicious Actions
Seguimiento de actividades de un posible Ataque de día Cero,,,,,Internal Host Communicating with Botnet Command and Control
Seguimiento de actividades de un posible Ataque de día Cero,,,,,Internal Host Communication with Malware URL
Servicios de anonimización,,,,,Internal Hosts Communicating with Host Categorized as Anonymizers
Seguimiento de actividades de un posible Ataque de día Cero,,,,,Known Process Started with a Different Hash
SIN CASO DE USO ASOCIADO,This rule loads building blocks that need to be run to assist with reporting. This rule has no actions or responses.,"Apply Load Basic Building Blocks on events which are detected by the Local system
and when an event matches any of the following BB:CategoryDefinition: Logout Events, BB:CategoryDefinition: Firewall or ACL Accept, BB:CategoryDefinition: Firewall or ACL Denies, BB:CategoryDefinition: System Configuration, BB:NetworkDefinition: Broadcast Address Space, BB:NetworkDefinition: Darknet Addresses, BB:NetworkDefinition: DMZ Addresses, BB:NetworkDefinition: NAT Address Range, BB:NetworkDefinition: Server Networks, BB:DeviceDefinition: FW / Router / Switch, BB:DeviceDefinition: IDS / IPS, BB:DeviceDefinition: VPN, BB:CategoryDefinition: System Errors and Failures, BB:Database: System Action Allow, BB:Database: System Action Deny, BB:Database: User Addition or Change, BB:DeviceDefinition: Database, BB:DeviceDefinition: Devices to Monitor for High Event Rates, BB:CategoryDefinition: Application or Service Installed or Modified, BB:BehaviorDefinition: Compromise Activities, BB:BehaviorDefinition: Post Compromise Activities, BB:CategoryDefinition: Authentication Failures, BB:CategoryDefinition: Authentication Success, BB:CategoryDefinition: Authentication to Disabled Account, BB:CategoryDefinition: Authentication to Expired Account, BB:CategoryDefinition: Authentication User or Group Added or Changed, BB:CategoryDefinition: Successful Database Connections, BB:CategoryDefinition: DDoS Attack Events, BB:CategoryDefinition: Exploits Backdoors and Trojans, BB:CategoryDefinition: High Magnitude Events, BB:CategoryDefinition: IRC Detected Based on Event Category, BB:CategoryDefinition: IRC Detection Based on Firewall Events, BB:CategoryDefinition: Key Loggers, BB:CategoryDefinition: Network DoS Attack, BB:CategoryDefinition: Post DMZ Jump, BB:CategoryDefinition: Post Exploit Account Activity, BB:CategoryDefinition: Pre DMZ Jump, BB:CategoryDefinition: Pre Reverse DMZ Jump, BB:CategoryDefinition: Recon Event Categories, BB:CategoryDefinition: Recon Events, BB:CategoryDefinition: Reverse DMZ Jump, BB:CategoryDefinition: Service DoS, BB:CategoryDefinition: Suspicious Event Categories, BB:CategoryDefinition: Suspicious Events, BB:HostDefinition: Consultant Assets, BB:HostDefinition: Database Servers, BB:HostDefinition: DHCP Servers, BB:HostDefinition: DMZ Assets, BB:HostDefinition: DNS Servers, BB:HostDefinition: FTP Servers, BB:HostDefinition: LDAP Servers, BB:HostDefinition: Local Assets, BB:HostDefinition: Mail Servers, BB:HostDefinition: MailServer Assets, BB:HostDefinition: Network Management Servers, BB:HostDefinition: Protected Assets, BB:HostDefinition: Proxy Servers, BB:HostDefinition: Regulatory Assets, BB:HostDefinition: Remote Assets, BB:HostDefinition: RPC Servers, BB:HostDefinition: Servers, BB:HostDefinition: SNMP Sender or Receiver, BB:HostDefinition: SSH Servers, BB:HostDefinition: Syslog Servers and Senders, BB:HostDefinition: VA Scanner Source IP, BB:HostDefinition: Virus Definition and Other Update Servers, BB:HostDefinition: VoIP PBX Server, BB:HostDefinition: VPN Assets, BB:HostDefinition: Web Servers, BB:HostDefinition: Windows Servers, BB:PortDefinition: Authorized L2R Ports, BB:PortDefinition: Common Worm Ports, BB:PortDefinition: Database Ports, BB:PortDefinition: DHCP Ports, BB:PortDefinition: DNS Ports, BB:PortDefinition: FTP Ports, BB:PortDefinition: Game Server Ports, BB:PortDefinition: IM Ports, BB:PortDefinition: IRC Ports, BB:PortDefinition: LDAP Ports, BB:PortDefinition: Mail Ports, BB:PortDefinition: P2P Ports, BB:PortDefinition: Proxy Ports, BB:PortDefinition: RPC Ports, BB:PortDefinition: SNMP Ports, BB:PortDefinition: SSH Ports, BB:PortDefinition: Syslog Ports, BB:PortDefinition: Web Ports, BB:PortDefinition: Windows Ports, BB:ProtocolDefinition: Windows Protocols, BB:CategoryDefinition: Privileged Escalations, BB:CategoryDefinition: Privileged Escalation Failed, BB:HostReference: Database Servers, BB:HostReference: DHCP Servers, BB:HostReference: DNS Servers, BB:HostReference: FTP Servers, BB:HostReference: LDAP Servers, BB:HostReference: Mail Servers, BB:HostReference: Proxy Servers, BB:HostReference: SSH Servers, BB:HostReference: Web Servers, BB:HostReference: Windows Servers, BB:CategoryDefinition: Malicious Attacks, BB:CategoryDefinition: SIEM User and Role Modifications, BB:DeviceDefinition: Proxy, BB:DeviceDefinition: Cloud, BB:DeviceDefinition: Operating System, BB:DeviceDefinition: Mail, BB:DeviceDefinition: DLP Devices",Cumplimiento,System,Load Basic Building Blocks
SIN CASO DE USO ASOCIADO,,,,,Local Flood (TCP)
Seguimiento de actividades de un posible Ataque de día Cero,Detects a local system which is a member of a known botnet CandC,,,Botnet / Threats,Local host on Botnet CandC List (DST)
Seguimiento de actividades de un posible Ataque de día Cero,Detects a local system which is a member of a known botnet CandC,,,Botnet / Threats,Local host on Botnet CandC List (SRC)
Seguimiento de actividades de un posible Ataque de día Cero,This rule identifies malware being sent from local hosts.,,Malware,Malware,Local Host Sending Malware
Reconocimiento y/o Vulnerabilidades,,,,,Local L2R Database Scanner
Prevención Phishing & Protección Anti-spam ,Reports a local host sending more than 20 SMTP flows in 1 minute. This may indicate a host being used as a spam relay or infected with a form of mass mailing worm.,"Apply Local Mass Mailing Host Detected on events which are detected by the Local system
and NOT when an event matches any of the following BB:HostDefinition: Mail Servers, BB:HostReference: Mail Servers
and when the event(s) were detected by one or more of Flow Classification Engine
and when any of these BB:CategoryDefinition: Mail Policy Violation with the same source IP more than 20 times, across more than 1 destination IP within 1 minutes
and when the event context is Local to Remote",,Post-Intrusion Activity,Local Mass Mailing Host Detected
SIN CASO DE USO ASOCIADO,,,,,Local: Clear Text Application Usage
Exfiltración de Datos,,,,,Local: FTP Detected on Non-Standard Port
Posible evento con Herramientas Exploit,"Detects an SSH or Telnet server on a non-standard port. The default port for SSH and Telnet servers is TCP port 22 and 23. Detecting SSH or Telnet operating on other ports may indicate an exploited host, where the attacker has installed these servers to provide backdoor access to the host.","Apply Local: SSH or Telnet Detected on Non-Standard Port on flows which are detected by the Local system
and when the flow context is Local to Local
and when the flow matches Application is any of [RemoteAccess.Telnet or RemoteAccess.SSH]
and NOT when the destination port is one of the following 22, 23
and when a flow matches all of the following BB:CategoryDefinition: Successful Communication",Cumplimiento,Threats,Local: SSH or Telnet Detected on Non-Standard Port
Gestion y/o Acceso  a Plataformas,,,,,Lsass Process Connected to a Pipe
Eventos o Acciones realizadas a nivel Malware,,,,,Malicious Service Installed
Eventos o Acciones realizadas a nivel Malware,,,,,Malware couldn't be removed
Seguimiento de actividades de un posible Ataque de día Cero,,,Malware,Malware,Malware Danabot Detected
Seguimiento de actividades de un posible Ataque de día Cero,,,Malware,Malware,Malware Emotet Connection Detection
Seguimiento de actividades de un posible Ataque de día Cero,Communication with a IP know to aid in distribution of malware,,Malware,Malware,Malware IP Detected
Seguimiento de actividades de un posible Ataque de día Cero,Communication with a URL know to aid in distribution of malware,,Malware,Malware,Malware URL Detected
Seguimiento de actividades de un posible Ataque de día Cero,,,Malware,Malware,Malware X Bash connection detection
Eventos o Acciones realizadas a nivel Malware,,,,,Malware: Malware or Virus Clean Failed
Seguimiento de actividades de un posible Ataque de día Cero,,,,Ransomware,Matrix Ransomware connection detection
Cambios Políticas Aplicaciones de Seguridad,,,,,Mcafee Alert Firewall Policy Modification (Audit)
Cambios Políticas Aplicaciones de Seguridad,,,,,Mcafee Alert IPS Policy Modification (Audit)
Gestion y/o Acceso  a Plataformas,,,,,Mcafee Alert Network Security Manager Login (Audit)
Gestion y/o Acceso  a Plataformas,,,,,Mcafee Alert Network Security Manager Logoff (Audit)
Cambios Políticas Aplicaciones de Seguridad,,,,,Mcafee Alert Sensor Interface Ports Modification (Audit)
Seguimiento de actividades de un posible Ataque de día Cero,,,,,Metasploit PSExec Module Has Been Detected
Eventos o Acciones realizadas a nivel Malware,,,,,Mimikatz IMP Hash Observed
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,MINCIVIL: A member was added to a security-enabled global group
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,MINCIVIL: Active Directory Account Create for User No Administrator
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,MINCIVIL: Active Directory Critical User Deleted
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,MINCIVIL: Active Directory user was added to a security Group
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,MINCIVIL: Active Directory user was deleted to a security Group
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,MINCIVIL: Adicion de usuarios en grupo Administrador
Trafico sospechoso desde IP origen peligrosas,,,,,MINCIVIL: Conexion permitida puerto 443 servidor reino unido
Trafico sospechoso desde IP origen peligrosas,,,,,MINCIVIL: Conexion RDP remota desde IPs publicas
Trafico sospechoso desde IP origen peligrosas,,,,,MINCIVIL: Conexion remota desde IPs publicas
Control de acceso por geolocalización,,,,,MINCIVIL: conexion remota por geolocalizacion no permitida a puertos 444 443 1443
Eventos o Acciones realizadas a nivel Malware,,,,,MINCIVIL: CoreCleanFailed
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,MINCIVIL: Creacion de usuarios
Seguimiento de actividades de un posible Ataque de día Cero,,,,,MINCIVIL: CryptoGuard
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,MINCIVIL: Eliminacion de usuario
Eventos o Acciones realizadas a nivel Malware,,,,,MINCIVIL: Endpoint:: AppChange
Eventos o Acciones realizadas a nivel Malware,,,,,MINCIVIL: Endpoint::Application::Allowed
Eventos o Acciones realizadas a nivel Malware,,,,,MINCIVIL: Endpoint::DownloadReputationUserAuthorised
Eventos o Acciones realizadas a nivel Malware,,,,,MINCIVIL: Endpoint::Event::Task::SecurityIssue
Eventos o Acciones realizadas a nivel Malware,,,,,MINCIVIL: Endpoint::Firewall::Blocked
Eventos o Acciones realizadas a nivel Malware,,,,,MINCIVIL: Endpoint::Isolation::Isolated
Eventos o Acciones realizadas a nivel Malware,,,,,MINCIVIL: Endpoint::NotProtected
Eventos o Acciones realizadas a nivel Malware,,,,,MINCIVIL: Endpoint::ThreatRemnants
Eventos o Acciones realizadas a nivel Malware,,,,,MINCIVIL: Endpoint:CommandAndControl
Reconocimiento y/o Vulnerabilidades,,,,,MINCIVIL: Escaneo de puertos
SIN CASO DE USO ASOCIADO,,,,,MINCIVIL: Falla de trafico AD
SIN CASO DE USO ASOCIADO,,,,,MINCIVIL: Falla de trafico firewall
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,MINCIVIL: FDHL A member was added to a security-enabled global group
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,MINCIVIL: FDHL Active Directory user was deleted to a security Group
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,MINCIVIL: FDHL Eliminacion de usuario
